position,word,tallySoFar,probSoFar,previousOccurrence,distanceSincePrevious,"
"
1,i,1,1.0,,
2,am,1,0.5,,
3,sam,1,0.3333333333333333,,
4,sam,2,0.5,3,1
5,i,2,0.4,1,4
6,am,2,0.3333333333333333,2,4
7,that,1,0.14285714285714285,,
8,samiam,1,0.125,,
9,that,2,0.2222222222222222,7,2
10,samiam,2,0.2,8,2
11,i,3,0.2727272727272727,5,6
12,do,1,0.08333333333333333,,
13,not,1,0.07692307692307693,,
14,like,1,0.07142857142857142,,
15,that,3,0.2,9,6
16,samiam,3,0.1875,10,6
17,do,2,0.11764705882352941,12,5
18,you,1,0.05555555555555555,,
19,like,2,0.10526315789473684,14,5
20,green,1,0.05,,
21,eggs,1,0.047619047619047616,,
22,and,1,0.045454545454545456,,
23,ham,1,0.043478260869565216,,
24,i,4,0.16666666666666666,11,13
25,do,3,0.12,17,8
26,not,2,0.07692307692307693,13,13
27,like,3,0.1111111111111111,19,8
28,them,1,0.03571428571428571,,
29,samiam,4,0.13793103448275862,16,13
30,i,5,0.16666666666666666,24,6
31,do,4,0.12903225806451613,25,6
32,not,3,0.09375,26,6
33,like,4,0.12121212121212122,27,6
34,green,2,0.058823529411764705,20,14
35,eggs,2,0.05714285714285714,21,14
36,and,2,0.05555555555555555,22,14
37,ham,2,0.05405405405405406,23,14
38,would,1,0.02631578947368421,,
39,you,2,0.05128205128205128,18,21
40,like,5,0.125,33,7
41,them,2,0.04878048780487805,28,13
42,here,1,0.023809523809523808,,
43,or,1,0.023255813953488372,,
44,there,1,0.022727272727272728,,
45,i,6,0.13333333333333333,30,15
46,would,2,0.043478260869565216,38,8
47,not,4,0.0851063829787234,32,15
48,like,6,0.125,40,8
49,them,3,0.061224489795918366,41,8
50,here,2,0.04,42,8
51,or,2,0.0392156862745098,43,8
52,there,2,0.038461538461538464,44,8
53,i,7,0.1320754716981132,45,8
54,would,3,0.05555555555555555,46,8
55,not,5,0.09090909090909091,47,8
56,like,7,0.125,48,8
57,them,4,0.07017543859649122,49,8
58,anywhere,1,0.017241379310344827,,
59,i,8,0.13559322033898305,53,6
60,do,5,0.08333333333333333,31,29
61,not,6,0.09836065573770492,55,6
62,like,8,0.12903225806451613,56,6
63,green,3,0.047619047619047616,34,29
64,eggs,3,0.046875,35,29
65,and,3,0.046153846153846156,36,29
66,ham,3,0.045454545454545456,37,29
67,i,9,0.13432835820895522,59,8
68,do,6,0.08823529411764706,60,8
69,not,7,0.10144927536231885,61,8
70,like,9,0.12857142857142856,62,8
71,them,5,0.07042253521126761,57,14
72,samiam,5,0.06944444444444445,29,43
73,would,4,0.0547945205479452,54,19
74,you,3,0.04054054054054054,39,35
75,like,10,0.13333333333333333,70,5
76,them,6,0.07894736842105263,71,5
77,in,1,0.012987012987012988,,
78,a,1,0.01282051282051282,,
79,house,1,0.012658227848101266,,
80,would,5,0.0625,73,7
81,you,4,0.04938271604938271,74,7
82,like,11,0.13414634146341464,75,7
83,them,7,0.08433734939759036,76,7
84,with,1,0.011904761904761904,,
85,a,2,0.023529411764705882,78,7
86,mouse,1,0.011627906976744186,,
87,i,10,0.11494252873563218,67,20
88,do,7,0.07954545454545454,68,20
89,not,8,0.0898876404494382,69,20
90,like,12,0.13333333333333333,82,8
91,them,8,0.08791208791208792,83,8
92,in,2,0.021739130434782608,77,15
93,a,3,0.03225806451612903,85,8
94,house,2,0.02127659574468085,79,15
95,i,11,0.11578947368421053,87,8
96,do,8,0.08333333333333333,88,8
97,not,9,0.09278350515463918,89,8
98,like,13,0.1326530612244898,90,8
99,them,9,0.09090909090909091,91,8
100,with,2,0.02,84,16
101,a,4,0.039603960396039604,93,8
102,mouse,2,0.0196078431372549,86,16
